station_id,name,owner,deployment_notes,has_realtime2,has_fiveday2,no_recent_data,preferred_data_source
46073,"Station 46073 (LLNR 1199) - SOUTHEAST BERING SEA - 205 NM WNW of Dutch Harbor, AK","National Data Buoy Center
3-meter discus buoy
SCOOP payload
55.008 N 172.012 W (55°0'28"" N 172°0'42"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 3471 m
Watch circle radius: 3568 yards","Owned and maintained by National Data Buoy Center
3-meter discus buoy
SCOOP payload
55.008 N 172.012 W (55°0'28"" N 172°0'42"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 3471 m
Watch circle radius: 3568 yards",True,True,False,realtime2
46075,"Station 46075 (LLNR 1197) - SHUMAGIN ISLANDS - 85NM South of Sand Point, AK","National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
53.969 N 160.794 W (53°58'8"" N 160°47'38"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 2318 m
Watch circle radius: 2549 yards","Owned and maintained by National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
53.969 N 160.794 W (53°58'8"" N 160°47'38"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 2318 m
Watch circle radius: 2549 yards",True,True,False,realtime2
46076,"Station 46076 (LLNR 25982) - CAPE CLEARE - 17 NM South of Montague Is,  AK","National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
59.508 N 148.005 W (59°30'29"" N 148°0'17"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 200 m
Watch circle radius: 307 yards","Owned and maintained by National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
59.508 N 148.005 W (59°30'29"" N 148°0'17"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 200 m
Watch circle radius: 307 yards",True,True,False,realtime2
46077,"Station 46077 (LLNR 26950) - SHELIKOF STRAIT, AK","National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
57.869 N 154.211 W (57°52'7"" N 154°12'40"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 200 m
Watch circle radius: 350 yards","Owned and maintained by National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
57.869 N 154.211 W (57°52'7"" N 154°12'40"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 200 m
Watch circle radius: 350 yards",True,True,False,realtime2
46078,"Station 46078 (LLNR 1187) - ALBATROSS BANK - 104NM South of Kodiak Is., AK","National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
55.561 N 152.599 W (55°33'38"" N 152°35'56"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 5361 m
Watch circle radius: 5515 yards","Owned and maintained by National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
55.561 N 152.599 W (55°33'38"" N 152°35'56"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 5361 m
Watch circle radius: 5515 yards",True,True,False,realtime2
46079,Station 46079  - Barren Island,"National Data Buoy Center
6-meter NOMAD buoy
DACT payload
59.050 N 152.230 W (59°3'0"" N 152°13'48"" W)

Water depth: 122.5 m","Owned and maintained by National Data Buoy Center
6-meter NOMAD buoy
DACT payload
59.050 N 152.230 W (59°3'0"" N 152°13'48"" W)

Water depth: 122.5 m",False,False,True,none
46080,"Station 46080 (LLNR 982) - PORTLOCK BANK - 76 NM ENE of Kodiak, AK","National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
57.910 N 150.129 W (57°54'37"" N 150°7'46"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 220 m
Watch circle radius: 452 yards","Owned and maintained by National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
57.910 N 150.129 W (57°54'37"" N 150°7'46"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 220 m
Watch circle radius: 452 yards",True,True,False,realtime2
46081,Station 46081 (LLNR 25647) - Western Prince William Sound,"National Data Buoy Center
3-meter discus buoy w/ seal cage
ARES payload
60.802 N 148.283 W (60°48'8"" N 148°16'59"" W)

Site elevation: sea level
Air temp height: 4.4 m above site elevation
Anemometer height: 4.9 m above site elevation
Barometer elevation: 0.3 m above mean sea level
Sea temp depth: 0.6 m below water line
Water depth: 327 m
Watch circle radius: 556 yards","Owned and maintained by National Data Buoy Center
3-meter discus buoy w/ seal cage
ARES payload
60.802 N 148.283 W (60°48'8"" N 148°16'59"" W)

Site elevation: sea level
Air temp height: 4.4 m above site elevation
Anemometer height: 4.9 m above site elevation
Barometer elevation: 0.3 m above mean sea level
Sea temp depth: 0.6 m below water line
Water depth: 327 m
Watch circle radius: 556 yards",True,True,False,realtime2
46082,"Station 46082 (LLNR 1097) - Cape Suckling - 35 NM SE of Kayak Is, AK","National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
59.670 N 143.353 W (59°40'13"" N 143°21'12"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 296 m
Watch circle radius: 517 yards","Owned and maintained by National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
59.670 N 143.353 W (59°40'13"" N 143°21'12"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 296 m
Watch circle radius: 517 yards",True,True,False,realtime2
46083,"Station 46083 (LLNR 1082) - FAIRWEATHER GROUND - 105 NM West  of Juneau, AK","National Data Buoy Center
3-meter discus buoy
SCOOP payload
58.273 N 138.028 W (58°16'24"" N 138°1'42"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 131 m
Watch circle radius: 194 yards","Owned and maintained by National Data Buoy Center
3-meter discus buoy
SCOOP payload
58.273 N 138.028 W (58°16'24"" N 138°1'42"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 131 m
Watch circle radius: 194 yards",True,True,False,realtime2
46084,"Station 46084 (LLNR 1028) - CAPE EDGECUMBE - 25NM SSW of Cape Edgecumbe, AK","National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
56.614 N 136.040 W (56°36'51"" N 136°2'24"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 1149 m
Watch circle radius: 1212 yards","Owned and maintained by National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
56.614 N 136.040 W (56°36'51"" N 136°2'24"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 1149 m
Watch circle radius: 1212 yards",True,True,False,realtime2
46085,"Station 46085 (LLNR 984.15) - CENTRAL GULF OF ALASKA -  265NM West of Cape Ommaney, AK","National Data Buoy Center
3-meter foam buoy
SCOOP payload
55.845 N 142.920 W (55°50'42"" N 142°55'12"" W)

Site elevation: sea level
Air temp height: 3.7 m above site elevation
Anemometer height: 4.1 m above site elevation
Barometer elevation: 2.7 m above mean sea level
Sea temp depth: 1.5 m below water line
Water depth: 3749 m
Watch circle radius: 3886 yards","Owned and maintained by National Data Buoy Center
3-meter foam buoy
SCOOP payload
55.845 N 142.920 W (55°50'42"" N 142°55'12"" W)

Site elevation: sea level
Air temp height: 3.7 m above site elevation
Anemometer height: 4.1 m above site elevation
Barometer elevation: 2.7 m above mean sea level
Sea temp depth: 1.5 m below water line
Water depth: 3749 m
Watch circle radius: 3886 yards",True,True,False,realtime2
46086,"Station 46086 (LLNR 81) - SAN CLEMENTE BASIN - 27NM SE Of San Clemente Is, CA","National Data Buoy Center
2.1-meter ionomer foam buoy
SCOOP payload
32.504 N 118.029 W (32°30'15"" N 118°1'44"" W)

Site elevation: sea level
Air temp height: 2.8 m above site elevation
Anemometer height: 3.2 m above site elevation
Barometer elevation: 1.8 m above mean sea level
Sea temp depth: 1.1 m below water line
Water depth: 1862 m
Watch circle radius: 1869 yards","Owned and maintained by National Data Buoy Center
2.1-meter ionomer foam buoy
SCOOP payload
32.504 N 118.029 W (32°30'15"" N 118°1'44"" W)

Site elevation: sea level
Air temp height: 2.8 m above site elevation
Anemometer height: 3.2 m above site elevation
Barometer elevation: 1.8 m above mean sea level
Sea temp depth: 1.1 m below water line
Water depth: 1862 m
Watch circle radius: 1869 yards",True,True,False,realtime2
46087,"Station 46087 (LLNR 756) - Neah Bay - 6 NM North of Cape Flattery, WA (Traffic Separation Lighted Buoy)","National Data Buoy Center
3-meter discus buoy
SCOOP payload
48.493 N 124.727 W (48°29'36"" N 124°43'38"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 262.4 m
Watch circle radius: 212 yards","Funding provided by the United States Coast GuardOwned and maintained by National Data Buoy Center
3-meter discus buoy
SCOOP payload
48.493 N 124.727 W (48°29'36"" N 124°43'38"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 262.4 m
Watch circle radius: 212 yards",True,True,False,realtime2
46088,"Station 46088 (LLNR 16337) - NEW DUNGENESS - 17 NM NE of Port Angeles, WA","National Data Buoy Center
3-meter discus buoy
SCOOP payload
48.332 N 123.179 W (48°19'56"" N 123°10'44"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 115.5 m
Watch circle radius: 161 yards","Funding provided by the United States Coast GuardOwned and maintained by National Data Buoy Center
3-meter discus buoy
SCOOP payload
48.332 N 123.179 W (48°19'56"" N 123°10'44"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 115.5 m
Watch circle radius: 161 yards",True,True,False,realtime2
46089,"Station 46089 (LLNR 689) - TILLAMOOK, OR - 85 NM WNW of Tillamook, OR","National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
45.928 N 125.815 W (45°55'42"" N 125°48'54"" W)

Air temp height: 3.7 m above site elevation
Anemometer height: 4.1 m above site elevation
Barometer elevation: 2.7 m above mean sea level
Sea temp depth: 1.5 m below water line
Water depth: 2360 m
Watch circle radius: 2407 yards","Owned and maintained by National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
45.928 N 125.815 W (45°55'42"" N 125°48'54"" W)

Air temp height: 3.7 m above site elevation
Anemometer height: 4.1 m above site elevation
Barometer elevation: 2.7 m above mean sea level
Sea temp depth: 1.5 m below water line
Water depth: 2360 m
Watch circle radius: 2407 yards",True,True,False,realtime2
46090,Station 46090  - SOCAL WEST NOOS WX BUOY,"National Data Buoy Center
Moored Buoy
ARES payload
32.876 N 120.718 W (32°52'34"" N 120°43'5"" W)

Site elevation: sea level
Air temp height: 3.2 m above site elevation
Anemometer height: 3.2 m above site elevation
Barometer elevation: 3.2 m above mean sea level
Sea temp depth: 1 m below water line","Owned and maintained by National Data Buoy Center
Moored Buoy
ARES payload
32.876 N 120.718 W (32°52'34"" N 120°43'5"" W)

Site elevation: sea level
Air temp height: 3.2 m above site elevation
Anemometer height: 3.2 m above site elevation
Barometer elevation: 3.2 m above mean sea level
Sea temp depth: 1 m below water line",False,False,True,none
46091,Station 46091  - MBM0,"MBARI with funding from CIMT
Buoy
36.835 N 121.899 W (36°50'6"" N 121°53'55"" W)

Site elevation: sea level
Air temp height: 3.5 m above site elevation
Anemometer height: 4 m above site elevation
Barometer elevation: 3.25 m above mean sea level
Sea temp depth: 0.6 m below water line","Owned and maintained by MBARI with funding from CIMT
Buoy
36.835 N 121.899 W (36°50'6"" N 121°53'55"" W)

Site elevation: sea level
Air temp height: 3.5 m above site elevation
Anemometer height: 4 m above site elevation
Barometer elevation: 3.25 m above mean sea level
Sea temp depth: 0.6 m below water line",False,False,True,none
46092,Station 46092  - MBM1,"MBARI
Buoy
36.751 N 122.029 W (36°45'4"" N 122°1'45"" W)

Site elevation: sea level
Air temp height: 3 m above site elevation
Anemometer height: 4 m above site elevation
Barometer elevation: 3.25 m above mean sea level
Sea temp depth: 0.6 m below water line
Water depth: 1000 m","Owned and maintained by MBARI
Buoy
36.751 N 122.029 W (36°45'4"" N 122°1'45"" W)

Site elevation: sea level
Air temp height: 3 m above site elevation
Anemometer height: 4 m above site elevation
Barometer elevation: 3.25 m above mean sea level
Sea temp depth: 0.6 m below water line
Water depth: 1000 m",True,True,False,realtime2
46093,Station 46093  - MBM2,"MBARI
Buoy
36.690 N 122.410 W (36°41'24"" N 122°24'36"" W)

Site elevation: sea level
Air temp height: 3 m above site elevation
Anemometer height: 4 m above site elevation
Barometer elevation: 3.25 m above mean sea level
Sea temp depth: 0.6 m below water line","Owned and maintained by MBARI
Buoy
36.690 N 122.410 W (36°41'24"" N 122°24'36"" W)

Site elevation: sea level
Air temp height: 3 m above site elevation
Anemometer height: 4 m above site elevation
Barometer elevation: 3.25 m above mean sea level
Sea temp depth: 0.6 m below water line",False,False,True,none
46094,"Station 46094  - Buoy NH-10 - West of Newport, OR","Northwest Association of Networked Ocean Observing Systems (NANOOS)
Moored Buoy
44.642 N 124.300 W (44°38'32"" N 124°18'0"" W)

Site elevation: sea level
Air temp height: 3 m above site elevation
Anemometer height: 3 m above site elevation
Barometer elevation: 3 m above mean sea level
Sea temp depth: 1.7 m below water line
Water depth: 81 m","Owned and maintained by Northwest Association of Networked Ocean Observing Systems (NANOOS)
Moored Buoy
44.642 N 124.300 W (44°38'32"" N 124°18'0"" W)

Site elevation: sea level
Air temp height: 3 m above site elevation
Anemometer height: 3 m above site elevation
Barometer elevation: 3 m above mean sea level
Sea temp depth: 1.7 m below water line
Water depth: 81 m",False,False,True,none
46096,Station 46096  - Columbia River Entrance - SATURN Station #02 Offshore,Unknown,No deployment notes found,False,False,True,none
46097,Station 46097  - OOI Newport Shelf,Unknown,No deployment notes found,True,True,False,realtime2
46098,Station 46098  - OOI Waldport Offshore,Unknown,No deployment notes found,True,True,False,realtime2
46099,Station 46099  - OOI Westport Shelf,Unknown,No deployment notes found,True,True,False,realtime2
46100,Station 46100  - OOI Westport Offshore,Unknown,No deployment notes found,True,True,False,realtime2
46105,"Station 46105 (LLNR 26097) - South Cook Inlet - 10NM NW of East Amatuli Light, AK","National Data Buoy Center
1.8-meter discus buoy
WAMDAS payload
59.049 N 152.233 W (59°2'55"" N 152°14'0"" W)

Site elevation: sea level
Water depth: 126.5 m
Watch circle radius: 224 yards","Owned and maintained by National Data Buoy Center
1.8-meter discus buoy
WAMDAS payload
59.049 N 152.233 W (59°2'55"" N 152°14'0"" W)

Site elevation: sea level
Water depth: 126.5 m
Watch circle radius: 224 yards",False,False,True,none
46106,Station 46106 (LLNR 26253) - Central Cook Inlet AK,"National Data Buoy Center
1.8-meter discus buoy
WAMDAS payload
59.760 N 152.090 W (59°45'36"" N 152°5'24"" W)

Site elevation: sea level
Water depth: 45.7 m
Watch circle radius: 79 yards","Owned and maintained by National Data Buoy Center
1.8-meter discus buoy
WAMDAS payload
59.760 N 152.090 W (59°45'36"" N 152°5'24"" W)

Site elevation: sea level
Water depth: 45.7 m
Watch circle radius: 79 yards",False,False,True,none
46107,Station 46107 (LLNR 25981) - Montague Strait,"National Data Buoy Center
1.8-meter discus buoy
WAMDAS payload
59.925 N 147.992 W (59°55'30"" N 147°59'31"" W)

Water depth: 105.5 m
Watch circle radius: 206 yards","Owned and maintained by National Data Buoy Center
1.8-meter discus buoy
WAMDAS payload
59.925 N 147.992 W (59°55'30"" N 147°59'31"" W)

Water depth: 105.5 m
Watch circle radius: 206 yards",False,False,True,none
46108,Station 46108  - Lower Cook Inlet (204),"Scripps Institution of Oceanography
Waverider Buoy
59.598 N 151.828 W (59°35'53"" N 151°49'42"" W)

Site elevation: sea level
Air temp height: 2 m above site elevation
Sea temp depth: 0.46 m below water line
Water depth: 31 m","Owned and maintained by the Alaska Ocean Observing SystemData provided by Scripps Institution of Oceanography
Waverider Buoy
59.598 N 151.828 W (59°35'53"" N 151°49'42"" W)

Site elevation: sea level
Air temp height: 2 m above site elevation
Sea temp depth: 0.46 m below water line
Water depth: 31 m",True,True,False,realtime2
46109,Station 46109  - Port Angeles Buoy,"Intellicheck Mobilisa
Buoy
48.123 N 123.395 W (48°7'23"" N 123°23'42"" W)

Anemometer height: 2.1336 m above site elevation","Owned and maintained by Intellicheck Mobilisa
Buoy
48.123 N 123.395 W (48°7'23"" N 123°23'42"" W)

Anemometer height: 2.1336 m above site elevation",False,False,True,none
46110,Station 46110  - Sequim Buoy,"Intellicheck Mobilisa
Buoy
48.115 N 123.032 W (48°6'56"" N 123°1'54"" W)

Anemometer height: 2.1336 m above site elevation","Owned and maintained by Intellicheck Mobilisa
Buoy
48.115 N 123.032 W (48°6'56"" N 123°1'54"" W)

Anemometer height: 2.1336 m above site elevation",False,False,True,none
46111,Station 46111  - Fort Worden Buoy,"Intellicheck Mobilisa
Buoy
48.131 N 122.748 W (48°7'51"" N 122°44'54"" W)

Anemometer height: 2.74321 m above site elevation","Owned and maintained by Intellicheck Mobilisa
Buoy
48.131 N 122.748 W (48°7'51"" N 122°44'54"" W)

Anemometer height: 2.74321 m above site elevation",False,False,True,none
46112,Station 46112  - Marrowstone Buoy,"Intellicheck Mobilisa
Buoy
48.100 N 122.730 W (48°5'59"" N 122°43'48"" W)

Anemometer height: 2.74321 m above site elevation","Owned and maintained by Intellicheck Mobilisa
Buoy
48.100 N 122.730 W (48°5'59"" N 122°43'48"" W)

Anemometer height: 2.74321 m above site elevation",False,False,True,none
46113,Station 46113  - Poulsbo Buoy,"Intellicheck Mobilisa
Buoy
47.730 N 122.646 W (47°43'47"" N 122°38'45"" W)

Anemometer height: 1.524 m above site elevation","Owned and maintained by Intellicheck Mobilisa
Buoy
47.730 N 122.646 W (47°43'47"" N 122°38'45"" W)

Anemometer height: 1.524 m above site elevation",False,False,True,none
46114,"Station 46114  - West Monterey Bay, CA (185)",Unknown,No deployment notes found,False,False,True,none
46115,Station 46115  - Bering Sea,"National Data Buoy Center
12-meter discus buoy
ARES 4.4 payload
57.069 N 177.750 W (57°4'10"" N 177°45'0"" W)","Owned and maintained by National Data Buoy Center
12-meter discus buoy
ARES 4.4 payload
57.069 N 177.750 W (57°4'10"" N 177°45'0"" W)",False,False,True,none
46116,"Station 46116  - SATURN Estuary Station #07, Baker Bay, WA",Unknown,No deployment notes found,False,False,True,none
46117,"Station 46117  - SATURN Estuary Station #09, Youngs Bay, OR",Unknown,No deployment notes found,False,False,True,none
46118,Station 46118  - Se'lhaem Bellingham Bay,"Northwest Association of Networked Ocean Observing Systems (NANOOS)
Buoy
48.724 N 122.576 W (48°43'25"" N 122°34'35"" W)

Site elevation: sea level
Air temp height: 2 m above site elevation
Anemometer height: 2.97 m above site elevation
Barometer elevation: 2 m above mean sea level
Sea temp depth: 0.5 m below water line","Owned and maintained by Northwest Association of Networked Ocean Observing Systems (NANOOS)
Buoy
48.724 N 122.576 W (48°43'25"" N 122°34'35"" W)

Site elevation: sea level
Air temp height: 2 m above site elevation
Anemometer height: 2.97 m above site elevation
Barometer elevation: 2 m above mean sea level
Sea temp depth: 0.5 m below water line",False,False,True,none
46119,Station 46119  - Cha'Ba La Push,"Northwest Association of Networked Ocean Observing Systems (NANOOS)
Buoy
47.967 N 124.950 W (47°58'2"" N 124°57'1"" W)

Site elevation: sea level
Air temp height: 3.7 m above site elevation
Anemometer height: 3.7 m above site elevation
Sea temp depth: 1 m below water line","Owned and maintained by Northwest Association of Networked Ocean Observing Systems (NANOOS)
Buoy
47.967 N 124.950 W (47°58'2"" N 124°57'1"" W)

Site elevation: sea level
Air temp height: 3.7 m above site elevation
Anemometer height: 3.7 m above site elevation
Sea temp depth: 1 m below water line",False,False,True,none
46120,"Station 46120  - Pt Wells, WA (U of Wash)","University of Washington
Buoy
47.761 N 122.397 W (47°45'40"" N 122°23'50"" W)

Site elevation: sea level
Air temp height: 2.1 m above site elevation
Anemometer height: 2.1 m above site elevation
Barometer elevation: 1 m above mean sea level
Sea temp depth: 3 m below water line
Water depth: 100 m","Owned and maintained by University of Washington
Buoy
47.761 N 122.397 W (47°45'40"" N 122°23'50"" W)

Site elevation: sea level
Air temp height: 2.1 m above site elevation
Anemometer height: 2.1 m above site elevation
Barometer elevation: 1 m above mean sea level
Sea temp depth: 3 m below water line
Water depth: 100 m",True,True,False,realtime2
46121,"Station 46121  - Carr Inlet, WA (U of Wash)","University of Washington
Buoy
47.280 N 122.730 W (47°16'48"" N 122°43'48"" W)

Site elevation: sea level
Air temp height: 2.1 m above site elevation
Anemometer height: 2.1 m above site elevation
Barometer elevation: 1 m above mean sea level
Sea temp depth: 3 m below water line
Water depth: 47 m","Owned and maintained by University of Washington
Buoy
47.280 N 122.730 W (47°16'48"" N 122°43'48"" W)

Site elevation: sea level
Air temp height: 2.1 m above site elevation
Anemometer height: 2.1 m above site elevation
Barometer elevation: 1 m above mean sea level
Sea temp depth: 3 m below water line
Water depth: 47 m",True,True,False,realtime2
46122,"Station 46122  - Dabob Bay, WA (U of Wash)","University of Washington
Buoy
47.803 N 122.803 W (47°48'12"" N 122°48'10"" W)

Site elevation: sea level
Air temp height: 2.1 m above site elevation
Anemometer height: 2.1 m above site elevation
Barometer elevation: 1 m above mean sea level
Sea temp depth: 3 m below water line
Water depth: 100 m","Owned and maintained by University of Washington
Buoy
47.803 N 122.803 W (47°48'12"" N 122°48'10"" W)

Site elevation: sea level
Air temp height: 2.1 m above site elevation
Anemometer height: 2.1 m above site elevation
Barometer elevation: 1 m above mean sea level
Sea temp depth: 3 m below water line
Water depth: 100 m",True,False,True,none
46123,"Station 46123  - Twanoh - Hood Canal, WA (U of Wash)","University of Washington
Buoy
47.375 N 123.008 W (47°22'30"" N 123°0'30"" W)

Site elevation: sea level
Air temp height: 2.1 m above site elevation
Anemometer height: 2.1 m above site elevation
Barometer elevation: 1 m above mean sea level
Sea temp depth: 3 m below water line
Water depth: 35 m","Owned and maintained by University of Washington
Buoy
47.375 N 123.008 W (47°22'30"" N 123°0'30"" W)

Site elevation: sea level
Air temp height: 2.1 m above site elevation
Anemometer height: 2.1 m above site elevation
Barometer elevation: 1 m above mean sea level
Sea temp depth: 3 m below water line
Water depth: 35 m",True,True,False,realtime2
46124,"Station 46124  - Hoodsport - Hood Canal, WA (U of Wash)","University of Washington
Buoy
47.422 N 123.113 W (47°25'18"" N 123°6'45"" W)

Site elevation: sea level
Air temp height: 2.1 m above site elevation
Anemometer height: 2.1 m above site elevation
Barometer elevation: 1 m above mean sea level
Sea temp depth: 3 m below water line
Water depth: 120 m","Owned and maintained by University of Washington
Buoy
47.422 N 123.113 W (47°25'18"" N 123°6'45"" W)

Site elevation: sea level
Air temp height: 2.1 m above site elevation
Anemometer height: 2.1 m above site elevation
Barometer elevation: 1 m above mean sea level
Sea temp depth: 3 m below water line
Water depth: 120 m",False,False,True,none
46125,"Station 46125  - Hansville - Hood Canal, WA","University of Washington
Buoy
47.907 N 122.627 W (47°54'26"" N 122°37'37"" W)

Site elevation: sea level
Air temp height: 2.1 m above site elevation
Anemometer height: 2.1 m above site elevation
Barometer elevation: 1 m above mean sea level
Sea temp depth: 3 m below water line
Water depth: 100 m","Owned and maintained by University of Washington
Buoy
47.907 N 122.627 W (47°54'26"" N 122°37'37"" W)

Site elevation: sea level
Air temp height: 2.1 m above site elevation
Anemometer height: 2.1 m above site elevation
Barometer elevation: 1 m above mean sea level
Sea temp depth: 3 m below water line
Water depth: 100 m",False,False,True,none
46126,Station 46126  - Wide Bay (Shell),Unknown,No deployment notes found,False,False,True,none
46127,"Station 46127  - SATURN Offshore Station #10, Columbia River, South Jetty, OR",Unknown,No deployment notes found,False,False,True,none
46128,"Station 46128  - Buoy CB-06 - West of Coos Bay, OR","Northwest Association of Networked Ocean Observing Systems (NANOOS)
Buoy
43.292 N 124.538 W (43°17'30"" N 124°32'18"" W)

Site elevation: sea level
Air temp height: 3 m above site elevation
Anemometer height: 3 m above site elevation
Barometer elevation: 3 m above mean sea level
Sea temp depth: 1.7 m below water line
Water depth: 103 m","Owned and maintained by Northwest Association of Networked Ocean Observing Systems (NANOOS)
Buoy
43.292 N 124.538 W (43°17'30"" N 124°32'18"" W)

Site elevation: sea level
Air temp height: 3 m above site elevation
Anemometer height: 3 m above site elevation
Barometer elevation: 3 m above mean sea level
Sea temp depth: 1.7 m below water line
Water depth: 103 m",False,False,True,none
46131,Station 46131  - Sentry Shoal,"Environment and Climate Change Canada
3-meter discus buoy
49.910 N 124.980 W (49°54'36"" N 124°58'48"" W)

Site elevation: sea level
Anemometer height: 5 m above site elevation","Owned and maintained by Environment and Climate Change Canada
3-meter discus buoy
49.910 N 124.980 W (49°54'36"" N 124°58'48"" W)

Site elevation: sea level
Anemometer height: 5 m above site elevation",True,True,False,realtime2
46132,Station 46132  - South Brooks,"Environment and Climate Change Canada
3-meter discus buoy
49.780 N 127.890 W (49°46'48"" N 127°53'24"" W)

Site elevation: sea level
Anemometer height: 5 m above site elevation
Sea temp depth: 1 m below water line","Owned and maintained by Environment and Climate Change Canada
3-meter discus buoy
49.780 N 127.890 W (49°46'48"" N 127°53'24"" W)

Site elevation: sea level
Anemometer height: 5 m above site elevation
Sea temp depth: 1 m below water line",True,True,False,realtime2
