owner,preferred_data_source,station_count
"Marine Exchange of Alaska
C-MAN Station
54.132 N 165.782 W (54°7'56"" N 165°46'54"" W)

Site elevation: 6.1 m above mean sea level
Air temp height: 13.7 m above site elevation
Anemometer height: 13.7 m above site elevation
Barometer elevation: 19.8 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
54.802 N 130.934 W (54°48'9"" N 130°56'4"" W)

Site elevation: 8 m above mean sea level
Air temp height: 4.5 m above site elevation
Anemometer height: 4.5 m above site elevation
Barometer elevation: 12.5 m above mean sea level",none,1
"Marine Exchange of Alaska
C-MAN Station
55.057 N 162.326 W (55°3'24"" N 162°19'35"" W)

Site elevation: 20 m above mean sea level
Air temp height: 29 m above site elevation
Anemometer height: 29 m above site elevation
Barometer elevation: 29 m above mean sea level",none,1
"Marine Exchange of Alaska
C-MAN Station
55.315 N 131.596 W (55°18'53"" N 131°35'46"" W)

Site elevation: 9 m above mean sea level
Air temp height: 5 m above site elevation
Anemometer height: 5 m above site elevation
Barometer elevation: 14 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
55.340 N 131.644 W (55°20'22"" N 131°38'39"" W)

Site elevation: 6.7 m above mean sea level
Air temp height: 18 m above site elevation
Anemometer height: 18 m above site elevation
Barometer elevation: 24.1 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
55.352 N 131.684 W (55°21'6"" N 131°41'2"" W)

Site elevation: 3.7 m above mean sea level
Air temp height: 7 m above site elevation
Anemometer height: 7 m above site elevation
Barometer elevation: 10.7 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
55.402 N 131.729 W (55°24'7"" N 131°43'44"" W)

Site elevation: 7 m above mean sea level
Air temp height: 3 m above site elevation
Anemometer height: 3 m above site elevation
Barometer elevation: 10 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
55.446 N 131.881 W (55°26'47"" N 131°52'52"" W)

Site elevation: 8.8 m above mean sea level
Air temp height: 2.4 m above site elevation
Anemometer height: 2.4 m above site elevation
Barometer elevation: 11.2 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
55.599 N 132.203 W (55°35'56"" N 132°12'12"" W)

Site elevation: 7.5 m above mean sea level
Air temp height: 4.5 m above site elevation
Anemometer height: 4.5 m above site elevation
Barometer elevation: 12 m above mean sea level",none,1
"Marine Exchange of Alaska
C-MAN Station
56.001 N 134.136 W (56°0'5"" N 134°8'10"" W)

Site elevation: 15.2 m above mean sea level
Air temp height: 9.1 m above site elevation
Anemometer height: 9.1 m above site elevation
Barometer elevation: 24.4 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
56.397 N 160.142 W (56°23'49"" N 160°8'30"" W)

Site elevation: 57.7 m above mean sea level
Air temp height: 3.5 m above site elevation
Anemometer height: 3.5 m above site elevation
Barometer elevation: 61.2 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
56.467 N 132.382 W (56°28'0"" N 132°22'55"" W)

Site elevation: 15 m above mean sea level
Air temp height: 24 m above site elevation
Anemometer height: 24 m above site elevation
Barometer elevation: 24 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
56.599 N 169.542 W (56°35'58"" N 169°32'30"" W)

Site elevation: 60 m above mean sea level
Air temp height: 68 m above site elevation
Anemometer height: 68 m above site elevation
Barometer elevation: 68 m above mean sea level",none,1
"Marine Exchange of Alaska
C-MAN Station
57.016 N 134.618 W (57°0'56"" N 134°37'6"" W)

Site elevation: 6.1 m above mean sea level
Air temp height: 4.6 m above site elevation
Anemometer height: 4.6 m above site elevation
Barometer elevation: 10.7 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
57.055 N 135.349 W (57°3'20"" N 135°20'58"" W)

Site elevation: 4.6 m above mean sea level
Air temp height: 10.7 m above site elevation
Anemometer height: 10.7 m above site elevation
Barometer elevation: 15.2 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
57.116 N 135.391 W (57°6'59"" N 135°23'27"" W)

Site elevation: 10.7 m above mean sea level
Air temp height: 9.4 m above site elevation
Anemometer height: 9.4 m above site elevation
Barometer elevation: 20.1 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
57.463 N 134.867 W (57°27'48"" N 134°52'0"" W)

Site elevation: 5 m above mean sea level
Air temp height: 6 m above site elevation
Anemometer height: 6 m above site elevation
Barometer elevation: 11 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
57.777 N 152.425 W (57°46'38"" N 152°25'31"" W)

Site elevation: 15 m above mean sea level
Air temp height: 7.5 m above site elevation
Anemometer height: 7.5 m above site elevation
Barometer elevation: 22.5 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
57.782 N 152.439 W (57°46'56"" N 152°26'21"" W)

Site elevation: 10 m above mean sea level
Air temp height: 70 m above site elevation
Anemometer height: 70 m above site elevation
Barometer elevation: 80 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
57.958 N 136.227 W (57°57'28"" N 136°13'36"" W)

Site elevation: 6 m above mean sea level
Air temp height: 6 m above site elevation
Anemometer height: 6 m above site elevation
Barometer elevation: 12 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
58.159 N 134.178 W (58°9'34"" N 134°10'41"" W)

Site elevation: 13.7 m above mean sea level
Air temp height: 7.3 m above site elevation
Anemometer height: 7.3 m above site elevation
Barometer elevation: 18.9 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
58.177 N 135.052 W (58°10'37"" N 135°3'6"" W)

Site elevation: 13.7 m above mean sea level
Air temp height: 2.7 m above site elevation
Anemometer height: 2.7 m above site elevation
Barometer elevation: 16.5 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
58.199 N 136.641 W (58°11'57"" N 136°38'26"" W)

Site elevation: 22 m above mean sea level
Air temp height: 30 m above site elevation
Anemometer height: 30 m above site elevation
Barometer elevation: 30 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
58.205 N 134.646 W (58°12'17"" N 134°38'45"" W)

Site elevation: 15.2 m above mean sea level
Air temp height: 2.4 m above site elevation
Anemometer height: 2.4 m above site elevation
Barometer elevation: 17.7 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
58.213 N 136.381 W (58°12'46"" N 136°22'51"" W)

Site elevation: 11 m above mean sea level
Air temp height: 5.5 m above site elevation
Anemometer height: 5.5 m above site elevation
Barometer elevation: 16.5 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
58.255 N 134.945 W (58°15'19"" N 134°56'42"" W)

Site elevation: 12.2 m above mean sea level
Air temp height: 3 m above site elevation
Anemometer height: 3 m above site elevation
Barometer elevation: 15.2 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
58.287 N 134.398 W (58°17'14"" N 134°23'53"" W)

Site elevation: 4.6 m above mean sea level
Air temp height: 3 m above site elevation
Anemometer height: 3 m above site elevation
Barometer elevation: 7.6 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
58.291 N 134.394 W (58°17'26"" N 134°23'38"" W)

Site elevation: 4.6 m above mean sea level
Air temp height: 3.6 m above site elevation
Anemometer height: 3.6 m above site elevation
Barometer elevation: 8.2 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
58.298 N 134.405 W (58°17'54"" N 134°24'16"" W)

Site elevation: 4.6 m above mean sea level
Air temp height: 21.3 m above site elevation
Anemometer height: 21.3 m above site elevation
Barometer elevation: 25.6 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
58.301 N 134.425 W (58°18'4"" N 134°25'32"" W)

Site elevation: 5.2 m above mean sea level
Air temp height: 12.2 m above site elevation
Anemometer height: 12.2 m above site elevation
Barometer elevation: 17.4 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
58.364 N 134.606 W (58°21'51"" N 134°36'21"" W)

Site elevation: 7.6 m above mean sea level
Air temp height: 11.9 m above site elevation
Anemometer height: 11.9 m above site elevation
Barometer elevation: 19.5 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
58.383 N 134.652 W (58°22'59"" N 134°39'7"" W)

Site elevation: 2 m above mean sea level
Air temp height: 6 m above site elevation
Anemometer height: 6 m above site elevation
Barometer elevation: 8 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
58.408 N 135.726 W (58°24'28"" N 135°43'35"" W)

Site elevation: 7 m above mean sea level
Air temp height: 7.6 m above site elevation
Anemometer height: 7.6 m above site elevation
Barometer elevation: 14.6 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
58.540 N 135.047 W (58°32'24"" N 135°2'49"" W)

Site elevation: 9.1 m above mean sea level
Air temp height: 3 m above site elevation
Anemometer height: 3 m above site elevation
Barometer elevation: 12.2 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
58.971 N 135.221 W (58°58'17"" N 135°13'15"" W)

Site elevation: 16.8 m above mean sea level
Air temp height: 6.1 m above site elevation
Anemometer height: 6.1 m above site elevation
Barometer elevation: 22.9 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
59.055 N 160.334 W (59°3'18"" N 160°20'1"" W)

Site elevation: 3.7 m above mean sea level
Air temp height: 12.1 m above site elevation
Anemometer height: 12.1 m above site elevation
Barometer elevation: 15.8 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
59.234 N 135.442 W (59°14'3"" N 135°26'30"" W)

Site elevation: 7.6 m above mean sea level
Air temp height: 4.6 m above site elevation
Anemometer height: 4.6 m above site elevation
Barometer elevation: 12.3 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
59.448 N 135.326 W (59°26'54"" N 135°19'35"" W)

Site elevation: 4.6 m above mean sea level
Air temp height: 10.1 m above site elevation
Anemometer height: 10.1 m above site elevation
Barometer elevation: 14.6 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
60.116 N 149.434 W (60°6'56"" N 149°26'3"" W)

Site elevation: 7.6 m above mean sea level
Air temp height: 7.6 m above site elevation
Anemometer height: 7.6 m above site elevation
Barometer elevation: 15.2 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
60.552 N 151.274 W (60°33'6"" N 151°16'25"" W)

Site elevation: 3.7 m above mean sea level
Air temp height: 9.1 m above site elevation
Anemometer height: 9.1 m above site elevation
Barometer elevation: 12.8 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
60.740 N 151.311 W (60°44'23"" N 151°18'38"" W)

Site elevation: 47.6 m above mean sea level
Air temp height: 7.3 m above site elevation
Anemometer height: 7.3 m above site elevation
Barometer elevation: 54.9 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
60.777 N 148.682 W (60°46'36"" N 148°40'56"" W)

Site elevation: 4.6 m above mean sea level
Air temp height: 5.2 m above site elevation
Anemometer height: 5.2 m above site elevation
Barometer elevation: 9.8 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
60.791 N 161.749 W (60°47'29"" N 161°44'55"" W)

Site elevation: 4.5 m above mean sea level
Air temp height: 14 m above site elevation
Anemometer height: 14 m above site elevation
Barometer elevation: 18.5 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
60.801 N 148.357 W (60°48'3"" N 148°21'26"" W)

Site elevation: 5 m above mean sea level
Air temp height: 5 m above site elevation
Anemometer height: 5 m above site elevation
Barometer elevation: 11 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
61.127 N 146.344 W (61°7'37"" N 146°20'38"" W)

Site elevation: 4.6 m above mean sea level
Air temp height: 8.5 m above site elevation
Anemometer height: 8.5 m above site elevation
Barometer elevation: 13.1 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
61.238 N 149.887 W (61°14'16"" N 149°53'15"" W)

Site elevation: 5.5 m above mean sea level
Air temp height: 10.3 m above site elevation
Anemometer height: 10.3 m above site elevation
Barometer elevation: 15.8 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
63.693 N 170.492 W (63°41'34"" N 170°29'32"" W)

Site elevation: 10 m above mean sea level
Air temp height: 18 m above site elevation
Anemometer height: 18 m above site elevation
Barometer elevation: 28 m above mean sea level",none,1
"Marine Exchange of Alaska
C-MAN Station
63.777 N 171.715 W (63°46'37"" N 171°42'55"" W)

Site elevation: 10 m above mean sea level
Air temp height: 10 m above site elevation
Anemometer height: 10 m above site elevation
Barometer elevation: 20 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
64.494 N 165.440 W (64°29'38"" N 165°26'24"" W)

Site elevation: 7 m above mean sea level
Air temp height: 7.1 m above site elevation
Anemometer height: 7.1 m above site elevation
Barometer elevation: 14.1 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
66.901 N 162.589 W (66°54'3"" N 162°35'22"" W)

Site elevation: 6 m above mean sea level
Air temp height: 16 m above site elevation
Anemometer height: 16 m above site elevation
Barometer elevation: 16 m above mean sea level",none,1
"Marine Exchange of Alaska
C-MAN Station
70.222 N 148.419 W (70°13'20"" N 148°25'9"" W)

Site elevation: 15 m above mean sea level
Air temp height: 8 m above site elevation
Anemometer height: 8 m above site elevation
Barometer elevation: 23 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
70.636 N 160.034 W (70°38'11"" N 160°2'1"" W)

Site elevation: 10 m above mean sea level
Air temp height: 18 m above site elevation
Anemometer height: 18 m above site elevation
Barometer elevation: 28 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
C-MAN Station
71.315 N 156.722 W (71°18'53"" N 156°43'18"" W)

Site elevation: 2.7 m above mean sea level
Air temp height: 18.6 m above site elevation
Anemometer height: 18.6 m above site elevation
Barometer elevation: 21.3 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
Coastal Marine Station
55.599 N 132.203 W (55°35'56"" N 132°12'12"" W)

Site elevation: 7.5 m above mean sea level
Air temp height: 4.5 m above site elevation
Anemometer height: 4.5 m above site elevation
Barometer elevation: 12 m above mean sea level",none,1
"Marine Exchange of Alaska
Coastal Marine Station
56.005 N 161.177 W (56°0'18"" N 161°10'38"" W)

Site elevation: 11 m above mean sea level
Air temp height: 14 m above site elevation
Anemometer height: 14 m above site elevation
Barometer elevation: 25 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
Coastal Marine Station
57.837 N 133.814 W (57°50'12"" N 133°48'51"" W)

Site elevation: 19 m above mean sea level
Air temp height: 8 m above site elevation
Anemometer height: 8 m above site elevation
Barometer elevation: 27 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
Coastal Marine Station
58.062 N 134.051 W (58°3'44"" N 134°3'4"" W)

Site elevation: 12 m above mean sea level
Air temp height: 6 m above site elevation
Anemometer height: 6 m above site elevation
Barometer elevation: 18 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
Fixed Structure Weather Station
52.972 N 168.855 W (52°58'20"" N 168°51'19"" W)",realtime2,1
"Marine Exchange of Alaska
Fixed Structure Weather Station
55.099 N 131.182 W (55°5'57"" N 131°10'56"" W)

Site elevation: 4 m above mean sea level
Anemometer height: 4 m above site elevation",realtime2,1
"Marine Exchange of Alaska
Fixed Structure Weather Station
57.779 N 135.219 W (57°46'45"" N 135°13'9"" W)

Site elevation: 5 m above mean sea level
Air temp height: 3 m above site elevation
Anemometer height: 3 m above site elevation",realtime2,1
"Marine Exchange of Alaska
Fixed Structure Weather Station
58.198 N 134.257 W (58°11'54"" N 134°15'24"" W)

Site elevation: 3 m above mean sea level
Anemometer height: 4 m above site elevation",realtime2,1
"Marine Exchange of Alaska
Fixed Structure Weather Station
58.286 N 134.390 W (58°17'8"" N 134°23'24"" W)

Site elevation: 5.5 m above mean sea level
Air temp height: 18.3 m above site elevation
Anemometer height: 18.3 m above site elevation
Barometer elevation: 23.8 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
Fixed Structure Weather Station
58.346 N 134.752 W (58°20'47"" N 134°45'8"" W)

Site elevation: 3 m above mean sea level
Anemometer height: 4 m above site elevation",realtime2,1
"Marine Exchange of Alaska
Fixed Structure Weather Station
59.438 N 146.327 W (59°26'15"" N 146°19'39"" W)

Site elevation: 43.3 m above mean sea level
Air temp height: 25.8 m above site elevation
Anemometer height: 25.8 m above site elevation
Barometer elevation: 25.8 m above mean sea level",realtime2,1
"Marine Exchange of Alaska
Fixed Structure Weather Station
59.602 N 151.417 W (59°36'7"" N 151°25'3"" W)

Site elevation: 15 m above mean sea level
Anemometer height: 4 m above site elevation",realtime2,1
"Marine Exchange of Alaska
Fixed Structure Weather Station
59.923 N 141.359 W (59°55'24"" N 141°21'31"" W)

Site elevation: 15 m above mean sea level
Anemometer height: 4 m above site elevation",realtime2,1
"Marine Exchange of Alaska
Fixed Structure Weather Station
60.542 N 145.766 W (60°32'33"" N 145°45'58"" W)

Site elevation: 7.6 m above mean sea level
Air temp height: 5.5 m above site elevation
Anemometer height: 5.5 m above site elevation
Barometer elevation: 5.5 m above mean sea level",realtime2,1
"Meteo France
15.850 N 57.467 W (15°51'0"" N 57°28'0"" W)",none,1
"Meteo France
Buoy
14.480 N 61.096 W (14°28'48"" N 61°5'46"" W)",none,1
"Meteo France
Buoy
14.600 N 56.201 W (14°36'0"" N 56°12'2"" W)",none,1
"Meteo France
Buoy
14.894 N 61.113 W (14°53'38"" N 61°6'47"" W)",none,1
"Meteo France
Buoy
15.900 N 57.883 W (15°54'0"" N 57°53'0"" W)",none,1
"Meteo France
Buoy
16.533 N 61.404 W (16°31'59"" N 61°24'14"" W)",none,1
"Meteo France
Buoy
42.102 N 4.703 E (42°6'9"" N 4°42'9"" E)",none,1
"Meteo France
Buoy
43.400 N 7.800 E (43°24'0"" N 7°48'0"" E)",none,1
"Meteo France
Buoy
45.230 N 5.000 W (45°13'48"" N 5°0'0"" W)",none,1
"Meteo France
Buoy
48.500 N 5.600 W (48°30'0"" N 5°36'0"" W)",none,1
"Mississippi State University
Test station
24.899 N 83.868 W (24°53'58"" N 83°52'5"" W)

Air temp height: 1 m above site elevation
Anemometer height: 1 m above site elevation
Barometer elevation: 1 m above mean sea level",none,1
"Mississippi State University
Test station
26.006 N 83.991 W (26°0'21"" N 83°59'27"" W)

Air temp height: 1 m above site elevation
Anemometer height: 1 m above site elevation
Barometer elevation: 1 m above mean sea level",none,1
"Mississippi State University
Test station
27.487 N 83.987 W (27°29'14"" N 83°59'15"" W)

Air temp height: 1 m above site elevation
Anemometer height: 1 m above site elevation
Barometer elevation: 1 m above mean sea level",none,1
"Mississippi State University
Test station
28.184 N 83.956 W (28°11'3"" N 83°57'22"" W)

Air temp height: 1 m above site elevation
Anemometer height: 1 m above site elevation
Barometer elevation: 1 m above mean sea level",none,1
"NC-COOS: North Carolina Coastal Ocean Observing System
C-MAN Station
30.800 N 80.316 W (30°48'0"" N 80°18'58"" W)

Site elevation: 0 m above mean sea level
Air temp height: 19 m above site elevation
Anemometer height: 35 m above site elevation
Barometer elevation: 19 m above mean sea level",none,1
"NOAA NOS NCCOS
Coastal Marine Station
38.679 N 76.174 W (38°40'45"" N 76°10'27"" W)

Anemometer height: 3.5 m above site elevation
Sea temp depth: 2.6 m below MLLW",realtime2,1
"NOAA's National Ocean Service
C-MAN Station
44.130 N 76.333 W (44°7'49"" N 76°19'59"" W)

Site elevation: 76.1225 m above mean sea level
Air temp height: 8.57 m above site elevation
Anemometer height: 8.57 m above site elevation
Barometer elevation: 8.57 m above mean sea level
Sea temp depth: 3.2525 m below MLLW",realtime2,1
"NOAA's National Ocean Service
NERRS Weather Station
42.014 N 73.939 W (42°0'51"" N 73°56'21"" W)

Site elevation: 1.4 m above mean sea level
Air temp height: 2 m above site elevation
Anemometer height: 8.9 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 0.6 m below MLLW",realtime2,1
"NOAA's National Ocean Service
NERRS Weather Station
43.320 N 70.563 W (43°19'13"" N 70°33'47"" W)

Site elevation: 3.5 m above mean sea level
Air temp height: 3.9 m above site elevation
Anemometer height: 7.2 m above site elevation
Barometer elevation: 4.8 m above mean sea level
Sea temp depth: 1.8 m below MLLW",none,1
"NOAA's National Ocean Service
Water Level Observation Network
13.428 N 144.796 E (13°25'41"" N 144°47'47"" E)

Site elevation: 12.8 m above mean sea level
Anemometer height: 10.5 m above site elevation
Barometer elevation: 14.3 m above mean sea level",realtime2,1
"NOAA's National Ocean Service
Water Level Observation Network
13.444 N 144.657 E (13°26'37"" N 144°39'24"" E)

Site elevation: 1.8 m above mean sea level
Air temp height: 8 m above site elevation
Anemometer height: 8.4 m above site elevation
Barometer elevation: 3.4 m above mean sea level
Sea temp depth: 1.4 m below MLLW",realtime2,1
"NOAA's National Ocean Service
Water Level Observation Network
14.280 S 170.688 W (14°16'48"" S 170°41'17"" W)

Site elevation: 1.8 m above mean sea level
Air temp height: 9.8 m above site elevation
Anemometer height: 10.7 m above site elevation
Barometer elevation: 4.7 m above mean sea level
Sea temp depth: 2.2 m below MLLW",realtime2,1
"NOAA's National Ocean Service
Water Level Observation Network
17.591 N 61.821 W (17°35'26"" N 61°49'14"" W)

Site elevation: 1.3 m above mean sea level
Air temp height: 7.7 m above site elevation
Anemometer height: 9.7 m above site elevation
Barometer elevation: 7.5 m above mean sea level",none,1
"NOAA's National Ocean Service
Water Level Observation Network
17.695 N 64.754 W (17°41'41"" N 64°45'14"" W)

Site elevation: 3.1 m above mean sea level
Air temp height: 3.8 m above site elevation
Anemometer height: 6.6 m above site elevation
Barometer elevation: 5.1 m above mean sea level
Sea temp depth: 1.5 m below MLLW",realtime2,1
"NOAA's National Ocean Service
Water Level Observation Network
17.748 N 64.699 W (17°44'53"" N 64°41'56"" W)

Site elevation: 1.3 m above mean sea level
Air temp height: 2.8 m above site elevation
Anemometer height: 7.1 m above site elevation
Barometer elevation: 3 m above mean sea level
Sea temp depth: 1.2 m below MLLW",realtime2,1
"NOAA's National Ocean Service
Water Level Observation Network
17.970 N 67.046 W (17°58'12"" N 67°2'47"" W)

Site elevation: 0.9 m above mean sea level
Air temp height: 2.8 m above site elevation
Anemometer height: 6.6 m above site elevation
Barometer elevation: 2.3 m above mean sea level
Sea temp depth: 0 m below MLLW",realtime2,1
"NOAA's National Ocean Service
Water Level Observation Network
18.090 N 67.939 W (18°5'24"" N 67°56'19"" W)

Site elevation: 1.3 m above mean sea level
Air temp height: 4.6 m above site elevation
Barometer elevation: 2.7 m above mean sea level
Sea temp depth: 0.5 m below MLLW",realtime2,1
"NOAA's National Ocean Service
Water Level Observation Network
18.094 N 65.471 W (18°5'38"" N 65°28'17"" W)

Site elevation: 2 m above mean sea level
Air temp height: 8.2 m above site elevation
Anemometer height: 8.5 m above site elevation
Barometer elevation: 3.4 m above mean sea level
Sea temp depth: 1.6 m below MLLW",realtime2,1
"NOAA's National Ocean Service
Water Level Observation Network
18.218 N 67.159 W (18°13'3"" N 67°9'32"" W)

Site elevation: 3.1 m above mean sea level
Air temp height: 5 m above site elevation
Anemometer height: 8.4 m above site elevation
Barometer elevation: 3.1 m above mean sea level
Sea temp depth: 2.1 m below MLLW",realtime2,1
"NOAA's National Ocean Service
Water Level Observation Network
18.301 N 65.302 W (18°18'3"" N 65°18'9"" W)

Site elevation: 1 m above mean sea level
Air temp height: 3.6 m above site elevation
Barometer elevation: 3 m above mean sea level
Sea temp depth: 3 m below MLLW",realtime2,1
"NOAA's National Ocean Service
Water Level Observation Network
18.318 N 64.724 W (18°19'5"" N 64°43'28"" W)

Site elevation: 1.1 m above mean sea level
Air temp height: 2.6 m above site elevation
Barometer elevation: 3 m above mean sea level
Sea temp depth: 0.8 m below MLLW",realtime2,1
"NOAA's National Ocean Service
Water Level Observation Network
18.335 N 64.920 W (18°20'6"" N 64°55'11"" W)

Site elevation: 1.1 m above mean sea level
Air temp height: 2.6 m above site elevation
Anemometer height: 6.5 m above site elevation
Barometer elevation: 2.3 m above mean sea level
Sea temp depth: 0.9 m below MLLW",realtime2,1
"NOAA's National Ocean Service
Water Level Observation Network
18.459 N 66.116 W (18°27'32"" N 66°6'59"" W)

Site elevation: 1.3 m above mean sea level
Air temp height: 2.8 m above site elevation
Anemometer height: 5.7 m above site elevation
Barometer elevation: 3 m above mean sea level
Sea temp depth: 3.8 m below MLLW",realtime2,1
"NOAA's National Ocean Service
Water Level Observation Network
19.291 N 166.618 E (19°17'26"" N 166°37'3"" E)

Site elevation: 3.6 m above mean sea level
Air temp height: 4.9 m above site elevation
Anemometer height: 6.2 m above site elevation
Barometer elevation: 4.8 m above mean sea level
Sea temp depth: 1 m below MLLW",realtime2,1
"NOAA's National Ocean Service
Water Level Observation Network
19.730 N 155.056 W (19°43'49"" N 155°3'21"" W)

Site elevation: 2.4 m above mean sea level
Air temp height: 8 m above site elevation
Anemometer height: 8.5 m above site elevation
Barometer elevation: 4.2 m above mean sea level
Sea temp depth: 5.6 m below MLLW",realtime2,1
"NOAA's National Ocean Service
Water Level Observation Network
20.037 N 155.829 W (20°2'12"" N 155°49'45"" W)

Site elevation: 2.4 m above mean sea level
Air temp height: 8.3 m above site elevation
Anemometer height: 8.6 m above site elevation
Barometer elevation: 3.9 m above mean sea level
Sea temp depth: 1.6 m below MLLW",realtime2,1
"NOAA's National Ocean Service
Water Level Observation Network
20.895 N 156.469 W (20°53'42"" N 156°28'9"" W)

Site elevation: 2.7 m above mean sea level
Air temp height: 6.4 m above site elevation
Anemometer height: 6.9 m above site elevation
Barometer elevation: 4.5 m above mean sea level
Sea temp depth: 1.5 m below MLLW",realtime2,1
"NOAA's National Ocean Service
Water Level Observation Network
21.303 N 157.865 W (21°18'12"" N 157°51'52"" W)

Site elevation: 1.6 m above mean sea level
Air temp height: 6.6 m above site elevation
Anemometer height: 7.1 m above site elevation
Barometer elevation: 3.5 m above mean sea level
Sea temp depth: 1.5 m below MLLW",realtime2,1
"NOAA's National Ocean Service
Water Level Observation Network
21.433 N 157.790 W (21°25'59"" N 157°47'23"" W)

Site elevation: 2.6 m above mean sea level
Air temp height: 2.8 m above site elevation
Anemometer height: 10 m above site elevation
Barometer elevation: 2.8 m above mean sea level
Sea temp depth: 1.2 m below MLLW",realtime2,1
"NOAA's National Ocean Service
Water Level Observation Network
21.954 N 159.353 W (21°57'13"" N 159°21'11"" W)

Site elevation: 1.5 m above mean sea level
Air temp height: 3.9 m above site elevation
Anemometer height: 8.5 m above site elevation
Barometer elevation: 2.8 m above mean sea level
Sea temp depth: 1.7 m below MLLW",realtime2,1
"NOAA's National Ocean Service
Water Level Observation Network
24.556 N 81.808 W (24°33'21"" N 81°48'28"" W)

Site elevation: 2.2 m above mean sea level
Air temp height: 3 m above site elevation
Anemometer height: 15 m above site elevation
Barometer elevation: 4.6 m above mean sea level
Sea temp depth: 2.4 m below MLLW",realtime2,1
"NOAA's National Ocean Service
Water Level Observation Network
24.711 N 81.107 W (24°42'40"" N 81°6'24"" W)

Site elevation: 3.1 m above mean sea level
Air temp height: 1.7 m above site elevation
Anemometer height: 6.5 m above site elevation
Barometer elevation: 4.4 m above mean sea level
Sea temp depth: 1.5 m below MLLW",none,1
"NOAA's National Ocean Service
Water Level Observation Network
25.731 N 80.162 W (25°43'53"" N 80°9'43"" W)

Site elevation: 1.7 m above mean sea level
Air temp height: 5 m above site elevation
Anemometer height: 10.2 m above site elevation
Barometer elevation: 4.5 m above mean sea level
Sea temp depth: 1.8 m below MLLW",realtime2,1
